,Disease,Combined_Symptoms,Precaution_1,Precaution_2,Precaution_3,Precaution_4
1247,Allergy," continuous_sneezing,  shivering,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
1248,Allergy," continuous_sneezing,  shivering,  chills",apply calamine,cover area with bandage,,use ice to compress itching
1249,Allergy," continuous_sneezing,  shivering,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
1250,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
1251,GERD," stomach_pain,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
1252,GERD," stomach_pain,  acidity,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
1253,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
1254,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
1255,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
1256,GERD," acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
1257,GERD," stomach_pain,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
1258,GERD," stomach_pain,  acidity,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
1259,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
1260,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
1261,Chronic cholestasis," vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
1262,Chronic cholestasis,"itching,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
1263,Chronic cholestasis,"itching,  vomiting,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
1264,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
1265,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
1266,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
1267,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain",cold baths,anti itch medicine,consult doctor,eat healthy
1268,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
1269,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
1270,Drug Reaction,"itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
1271,Drug Reaction,"itching,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
1272,Drug Reaction,"itching,  skin_rash,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
1273,Drug Reaction,"itching,  skin_rash,  stomach_pain,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
1274,Drug Reaction,"itching,  skin_rash,  stomach_pain,  burning_micturition",stop irritation,consult nearest hospital,stop taking drug,follow up
1275,Drug Reaction," skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
1276,Drug Reaction,"itching,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
1277,Drug Reaction,"itching,  skin_rash,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
1278,Drug Reaction,"itching,  skin_rash,  stomach_pain,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
1279,Drug Reaction,"itching,  skin_rash,  stomach_pain,  burning_micturition",stop irritation,consult nearest hospital,stop taking drug,follow up
1280,Peptic ulcer diseae," vomiting,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
1281,Peptic ulcer diseae," vomiting,  indigestion,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
1282,Peptic ulcer diseae," indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
1283,Peptic ulcer diseae," vomiting,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
1284,Peptic ulcer diseae," vomiting,  indigestion,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
1285,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
1286,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
1287,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
1288,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
1289,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
1290,AIDS," muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
1291,AIDS," patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
1292,AIDS," muscle_wasting,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
1293,AIDS," muscle_wasting,  patches_in_throat,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
1294,AIDS," muscle_wasting,  patches_in_throat,  high_fever",avoid open cuts,wear ppe if possible,consult doctor,follow up
1295,AIDS," muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
1296,AIDS," muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
1297,AIDS," patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
1298,AIDS," muscle_wasting,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
1299,AIDS," muscle_wasting,  patches_in_throat,  high_fever",avoid open cuts,wear ppe if possible,consult doctor,follow up
1300,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
1301,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
1302,Diabetes ," weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
1303,Diabetes ," fatigue,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
1304,Diabetes ," fatigue,  weight_loss,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
1305,Diabetes ," fatigue,  weight_loss,  restlessness,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
1306,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
1307,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
1308,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
1309,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
1310,Gastroenteritis," vomiting,  sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
1311,Gastroenteritis," vomiting,  sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
1312,Gastroenteritis," sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
1313,Gastroenteritis," vomiting,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
1314,Gastroenteritis," vomiting,  sunken_eyes,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
1315,Gastroenteritis," vomiting,  sunken_eyes,  dehydration",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
1316,Gastroenteritis," vomiting,  sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
1317,Gastroenteritis," sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
1318,Gastroenteritis," vomiting,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
1319,Gastroenteritis," vomiting,  sunken_eyes,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
1320,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
1321,Bronchial Asthma," cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
1322,Bronchial Asthma," fatigue,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
1323,Bronchial Asthma," fatigue,  cough,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
1324,Bronchial Asthma," fatigue,  cough,  high_fever,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
1325,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
1326,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  family_history",switch to loose cloothing,take deep breaths,get away from trigger,seek help
1327,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
1328,Bronchial Asthma," cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
1329,Bronchial Asthma," fatigue,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
1330,Hypertension ," headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
1331,Hypertension ," chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
